behavior_id,user_id,post_id,action_type,action_weight,timestamp,dwell_time,time_period,location,device_type,scene,is_positive,source
b00023840,cjJtanNZVzdzNHVBcUxYWWlvckthWWpNaDZxTlpKNkdobWlWcTRtUno1bkNzcCt1aWJmTmUzNlYwOXFVcnRhZWxLaDhqcHAzZUsrWHIySjI=,p_ext_000617,skip,-1,2025-12-05 10:45:57,2,早上,教学区,pc,考试周,0,expanded
b00027815,u_ext_00197,p_ext_001724,view,1,2025-12-05 10:48:57,26,早上,宿舍区,pc,午餐时间,1,expanded
b00014858,u_ext_00488,p_ext_001715,skip,-1,2025-12-05 10:54:57,2,早上,图书馆,mobile,考试周,0,expanded
b00028407,u_ext_00391,p_ext_000331,skip,-1,2025-12-05 11:07:57,3,中午,宿舍区,mobile,晚间学习,0,expanded
b00025290,dFg2QmZJdVZxMzJIMExLemduM1NucE9VbG91Q1laQ1JpM3Q0cW9xT21LbTdnS04vaU16VWE1Yk50cWVOWjhhS2xzK3FiSXljbW4yTnIySjI=,2101508313,view,1,2025-12-05 11:27:57,24,中午,教学区,mobile,开学季,1,expanded
b00003656,u_ext_00320,p_ext_001444,skip,-1,2025-12-05 11:39:57,2,中午,校外,tablet,考试周,0,expanded
b00012554,u_ext_00303,p_ext_001121,skip,-1,2025-12-05 11:41:57,7,中午,食堂区,mobile,考试周,0,expanded
b00015606,u_ext_00160,p_ext_000408,view,1,2025-12-05 11:48:57,47,中午,教学区,pc,午餐时间,1,expanded
b00006007,u_ext_00233,p_ext_001015,view,1,2025-12-05 12:05:57,124,中午,校外,tablet,晚间学习,1,expanded
b00029069,u_ext_00139,p_ext_001158,view,1,2025-12-05 12:19:57,19,中午,教学区,tablet,开学季,1,expanded
b00024015,dDMxb2E0ZmMxYU9XcWR5MGxJMjhwSDdRZElhTXFxcVpnbnlJaW9lbno3RzFmb21uZmQzTmlZUFF1ZGlJb05Hc2lwS2FpSU5qbldxWHIySjI=,p_ext_000944,skip,-1,2025-12-05 12:26:57,6,中午,教学区,mobile,开学季,0,expanded
b00018485,u_ext_00494,p_ext_000894,expose,0,2025-12-05 12:30:57,0,中午,图书馆,pc,毕业季,0,expanded
b00006836,u_ext_00193,p_ext_000495,dislike,-2,2025-12-05 12:31:57,11,中午,校外,pc,毕业季,0,expanded
b00003723,u_ext_00198,p_ext_001219,skip,-1,2025-12-05 12:35:57,2,中午,宿舍区,tablet,考试周,0,expanded
b00010028,u_ext_00107,p_ext_001033,skip,-1,2025-12-05 12:41:57,2,中午,校外,mobile,普通浏览,0,expanded
b00014183,dDJ1WHNZQ25vMzJGdHI3UGlZck5aNFhRZUl1Sm5LcUpnb3hucVl5eno3QzRqcDZ3bE4yN3BwVGN2cStOWnNXcWlwT01wWVY1cGFxQmVXSjI=,p_ext_000393,view,1,2025-12-05 12:46:57,121,中午,教学区,mobile,午餐时间,1,expanded
b00018644,u_ext_00404,p_ext_001202,expose,0,2025-12-05 12:48:57,0,中午,食堂区,tablet,晚间学习,0,expanded
b00004828,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,p_ext_000373,view,1,2025-12-05 12:55:57,14,中午,教学区,pc,考试周,1,expanded
b00011488,u_ext_00114,p_ext_001474,skip,-1,2025-12-05 12:58:57,3,中午,宿舍区,mobile,考试周,0,expanded
b00010374,u_ext_00447,p_ext_000990,skip,-1,2025-12-05 13:07:57,7,中午,宿舍区,tablet,开学季,0,expanded
b00024139,dTQ2TmZJemRxbWw5azY2MWpYcThnNHFTbnEySm5ZeHRnWitNcElxa3ZiQ3ZqWDJ4ZjlDU2U1SzZwcldVZmJpRmhhbXFwWXVHbnF1SGlXSjI=,p_ext_000343,view,1,2025-12-05 13:11:57,125,中午,教学区,tablet,普通浏览,1,expanded
b00005033,u_ext_00311,2101110140,skip,-1,2025-12-05 13:43:57,7,中午,校外,tablet,午餐时间,0,expanded
b00020959,u_ext_00438,p_ext_000971,view,1,2025-12-05 13:43:57,19,中午,教学区,mobile,考试周,1,expanded
b00017845,u_ext_00169,2101110140,skip,-1,2025-12-05 13:46:57,5,中午,宿舍区,mobile,晚间学习,0,expanded
b00022039,u_ext_00471,p_ext_001887,skip,-1,2025-12-05 13:48:57,4,中午,校外,tablet,午餐时间,0,expanded
b00020941,u_ext_00185,p_ext_000127,skip,-1,2025-12-05 14:03:57,2,下午,校外,mobile,开学季,0,expanded
b00025026,cm9DQWJZYlF1MmFTdU15MWxtZXNhSkxPaUdpTG5vQ2tmNjkwYVl0cXo3MjNmNGx1bDdxdmZvWE9wczJFYU1wb2ZKU1dnSW1KZUpLVnIySjI=,p_ext_001752,expose,0,2025-12-05 14:09:57,0,下午,教学区,mobile,午餐时间,0,expanded
b00006723,u_ext_00320,2101604866,skip,-1,2025-12-05 14:14:57,5,下午,校外,pc,毕业季,0,expanded
b00001381,u_ext_00260,p_ext_001078,like,2,2025-12-05 14:23:57,35,下午,图书馆,mobile,晚间学习,1,expanded
b00027766,u_ext_00458,p_ext_001645,expose,0,2025-12-05 14:25:57,0,下午,图书馆,mobile,毕业季,0,expanded
b00004824,u_ext_00447,p_ext_000133,like,2,2025-12-05 14:32:57,78,下午,宿舍区,mobile,午餐时间,1,expanded
b00002151,u_ext_00273,p_ext_000645,skip,-1,2025-12-05 14:51:57,2,下午,校外,tablet,普通浏览,0,expanded
b00022343,u_ext_00443,p_ext_001166,view,1,2025-12-05 14:51:57,94,下午,食堂区,tablet,午餐时间,1,expanded
b00009825,dDJsMWtaYTZ5WG1IdDZxbGdHWEdaWlNvbm1pRWVJU25ocU56YkptT3VkRzdwSFd6aTlDYWg1T3FxcXlXcjhaNWs1S1dxNHAxajJpTGlXSjI=,2101110140,comment,3,2025-12-05 14:59:57,54,下午,教学区,tablet,晚间学习,1,expanded
b00021749,dFpDSWJaTzVwMzE4M016U2g0MmpaWlNUZTIyRlk0ZHRqWXVFb1krbnFONjRmSit5aTlDVnJvdVMzSmVVaTZldWk2aU1wbzE0a0lDQmVXSjI=,p_ext_001052,expose,0,2025-12-05 15:00:57,0,下午,教学区,tablet,午餐时间,0,expanded
b00002740,u_ext_00150,p_ext_001669,skip,-1,2025-12-05 15:13:57,5,下午,宿舍区,tablet,午餐时间,0,expanded
b00017103,u_ext_00492,p_ext_000925,skip,-1,2025-12-05 15:15:57,1,下午,食堂区,pc,开学季,0,expanded
b00009319,u_ext_00178,p_ext_001591,skip,-1,2025-12-05 15:35:57,1,下午,校外,tablet,普通浏览,0,expanded
b00018225,u_ext_00428,p_ext_001506,skip,-1,2025-12-05 15:42:57,7,下午,教学区,tablet,午餐时间,0,expanded
b00021363,dDZOa2ZJeTRyMzZIbExhV2hJbkdvbnlWbm8rRWlZdHJoNitla1pwcXhwcXpqV1NrbHF1anI0QzZxZHFOZk5xQWY4K0FqNGFIcHBtWXIySjI=,p_ext_001671,skip,-1,2025-12-05 16:11:57,1,下午,教学区,tablet,午餐时间,0,expanded
b00016739,dUtWc2lJaW9scUtTdWRDNGhubXpaSUMzbm5xRm5wbXdobzJpbzVDbTI5ckVmcHRyaHM2U29KVE8xTkNKWjdTVmxxcWVob3ViaDdDTnIySjI=,p_ext_000554,skip,-1,2025-12-05 16:22:57,4,下午,教学区,tablet,毕业季,0,expanded
b00022374,u_ext_00108,p_ext_001370,skip,-1,2025-12-05 17:16:57,7,下午,教学区,tablet,晚间学习,0,expanded
b00007009,u_ext_00397,p_ext_001484,expose,0,2025-12-05 17:17:57,0,下午,教学区,tablet,开学季,0,expanded
b00001898,u_ext_00241,p_ext_001881,skip,-1,2025-12-05 17:20:57,1,下午,教学区,pc,晚间学习,0,expanded
b00017519,u_ext_00213,p_ext_001410,expose,0,2025-12-05 17:25:57,0,下午,宿舍区,pc,晚间学习,0,expanded
b00017937,u_ext_00240,p_ext_000164,skip,-1,2025-12-05 17:32:57,1,下午,图书馆,pc,午餐时间,0,expanded
b00020869,u_ext_00474,2101572645,view,1,2025-12-05 17:45:57,49,下午,宿舍区,mobile,普通浏览,1,expanded
b00016545,u_ext_00452,p_ext_000600,like,2,2025-12-05 18:00:57,142,晚上,宿舍区,pc,晚间学习,1,expanded
b00010986,u_ext_00243,p_ext_001524,view,1,2025-12-05 18:01:57,29,晚上,校外,pc,普通浏览,1,expanded
b00002513,u_ext_00384,p_ext_001815,skip,-1,2025-12-05 18:06:57,4,晚上,校外,pc,开学季,0,expanded
b00012568,u_ext_00465,p_ext_000351,expose,0,2025-12-05 18:12:57,0,晚上,教学区,mobile,毕业季,0,expanded
b00001244,u_ext_00317,p_ext_001468,view,1,2025-12-05 18:22:57,90,晚上,教学区,mobile,晚间学习,1,expanded
b00004033,u_ext_00304,p_ext_001592,skip,-1,2025-12-05 18:28:57,6,晚上,教学区,mobile,毕业季,0,expanded
b00017298,u_ext_00199,2101110140,skip,-1,2025-12-05 18:39:57,2,晚上,图书馆,tablet,考试周,0,expanded
b00007436,u_ext_00464,p_ext_000287,skip,-1,2025-12-05 18:39:57,8,晚上,教学区,tablet,毕业季,0,expanded
b00001240,u_ext_00137,p_ext_001274,view,1,2025-12-05 18:39:57,95,晚上,校外,tablet,开学季,1,expanded
b00009753,u_ext_00235,p_ext_001529,skip,-1,2025-12-05 19:00:57,3,晚上,图书馆,pc,考试周,0,expanded
b00029691,u_ext_00355,p_ext_000245,expose,0,2025-12-05 19:00:57,0,晚上,食堂区,tablet,普通浏览,0,expanded
b00003283,dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,p_ext_000403,skip,-1,2025-12-05 19:23:57,1,晚上,教学区,pc,午餐时间,0,expanded
b00007303,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,p_ext_001280,comment,3,2025-12-05 19:26:57,188,晚上,教学区,pc,毕业季,1,expanded
b00023943,u_ext_00461,2101580743,skip,-1,2025-12-05 19:28:57,5,晚上,宿舍区,pc,午餐时间,0,expanded
b00002131,u_ext_00331,2101612909,skip,-1,2025-12-05 19:29:57,8,晚上,校外,mobile,普通浏览,0,expanded
b00009640,u_ext_00360,p_ext_000751,view,1,2025-12-05 19:34:57,70,晚上,食堂区,pc,普通浏览,1,expanded
b00013870,cm55Qm1uNlRrcTZJemJhVWYyV3JwcFNWaUtlWW5xNm1sb3VBaEpocjBwYTZwSTE5aTdxcmdaS3Fzc3lZZk1xQWs1UmpwNDFrbm15R2lXSjI=,p_ext_001799,like,2,2025-12-05 19:44:57,50,晚上,教学区,pc,考试周,1,expanded
b00009301,u_ext_00474,2101540770,skip,-1,2025-12-05 19:55:57,5,晚上,宿舍区,tablet,考试周,0,expanded
b00015476,u_ext_00234,2101528808,view,1,2025-12-05 21:06:57,104,晚上,食堂区,tablet,开学季,1,expanded
b00001377,cm95WGhwZTZ1NFNLbE1pNGdaK25aNHJRZUt5YWRvQ2toWXBqczVlQW5KYTBwSW1TZ0x2RVozKzN6TFNDakp0bmxybUFoSmgxa0c2TGlXSjI=,p_ext_000766,view,1,2025-12-05 21:06:57,36,晚上,教学区,tablet,普通浏览,1,expanded
b00013411,dG4yZnBJaXJzcTUrcXE2b2wyZXNhSlc2aDIyTWlhR3dpcDkzYllPTnh0eTFwV051ZjdxU3BIN2N0ckdCZWJoNmhyZDhwWkNkZklXV3IySjI=,p_ext_000519,comment,3,2025-12-05 21:06:57,184,晚上,教学区,tablet,开学季,1,expanded
b00011742,u_ext_00393,p_ext_001800,skip,-1,2025-12-05 21:08:57,5,晚上,图书馆,pc,考试周,0,expanded
b00001133,u_ext_00386,p_ext_001338,view,1,2025-12-05 21:10:57,35,晚上,图书馆,tablet,普通浏览,1,expanded
b00015144,u_ext_00232,p_ext_001807,expose,0,2025-12-05 21:10:57,0,晚上,图书馆,mobile,晚间学习,0,expanded
b00003856,u_ext_00290,p_ext_001708,like,2,2025-12-05 21:25:57,33,晚上,教学区,mobile,开学季,1,expanded
b00012795,u_ext_00378,p_ext_000952,skip,-1,2025-12-05 22:00:57,1,晚上,食堂区,pc,午餐时间,0,expanded
b00018712,u_ext_00179,p_ext_001111,skip,-1,2025-12-05 22:05:57,5,晚上,教学区,mobile,毕业季,0,expanded
b00016653,u_ext_00460,p_ext_001258,skip,-1,2025-12-05 22:10:57,1,晚上,教学区,mobile,晚间学习,0,expanded
b00011914,u_ext_00263,p_ext_000234,skip,-1,2025-12-05 22:14:57,5,晚上,校外,pc,午餐时间,0,expanded
b00024158,u_ext_00415,p_ext_001167,collect,4,2025-12-05 22:24:57,138,晚上,教学区,tablet,普通浏览,1,expanded
b00004459,u_ext_00187,p_ext_001344,comment,3,2025-12-05 22:25:57,184,晚上,宿舍区,mobile,考试周,1,expanded
b00025819,u_ext_00311,p_ext_000925,expose,0,2025-12-05 23:11:57,0,深夜,校外,tablet,开学季,0,expanded
b00028944,dHFWNWU0ZVV5YTZFdHJuWGhxL09xNGVub1dxSWhxRm9pV2Q0am9sc3o4REdwbjJrZ2F2Tmg0U290ckdVWjd5Qmk4eUVqcHA0Zkd1SmlXSjI=,2101524138,skip,-1,2025-12-05 23:11:57,7,深夜,教学区,pc,开学季,0,expanded
b00020885,u_ext_00226,p_ext_001741,skip,-1,2025-12-05 23:18:57,6,深夜,校外,tablet,午餐时间,0,expanded
b00022280,u_ext_00476,p_ext_000905,skip,-1,2025-12-05 23:18:57,8,深夜,图书馆,pc,毕业季,0,expanded
b00023844,u_ext_00153,p_ext_000629,collect,4,2025-12-05 23:26:57,172,深夜,图书馆,mobile,毕业季,1,expanded
b00015971,u_ext_00422,p_ext_000582,skip,-1,2025-12-05 23:35:57,5,深夜,图书馆,mobile,毕业季,0,expanded
b00013983,u_ext_00441,p_ext_000446,skip,-1,2025-12-05 23:39:57,4,深夜,食堂区,mobile,晚间学习,0,expanded
b00028778,u_ext_00406,p_ext_000229,comment,3,2025-12-05 23:43:57,219,深夜,校外,pc,毕业季,1,expanded
b00020273,u_ext_00183,p_ext_000854,skip,-1,2025-12-05 23:43:57,3,深夜,食堂区,tablet,开学季,0,expanded
b00029439,u_ext_00401,p_ext_001219,view,1,2025-12-06 00:04:57,83,深夜,食堂区,tablet,开学季,1,expanded
b00000045,u_ext_00158,p_ext_000548,skip,-1,2025-12-06 00:27:57,6,深夜,教学区,pc,午餐时间,0,expanded
b00010793,u_ext_00373,p_ext_000239,skip,-1,2025-12-06 00:48:57,4,深夜,食堂区,tablet,普通浏览,0,expanded
b00022406,u_ext_00234,2101110140,skip,-1,2025-12-06 01:11:57,6,深夜,食堂区,mobile,毕业季,0,expanded
b00009737,u_ext_00408,p_ext_001580,view,1,2025-12-06 01:26:57,137,深夜,图书馆,mobile,考试周,1,expanded
b00024664,u_ext_00449,2091185831,skip,-1,2025-12-06 01:50:57,2,深夜,宿舍区,mobile,开学季,0,expanded
b00022703,dHBCMW81U254WDZEemEyVmhhRGFkbjdPZ0lDUllwbHBsNHFtb1l0OXJiVERzb0J0ZjVhM2lwYTYwOU9WZkp0NWxLaUFqWkYwYjRlSWlXSjI=,p_ext_000287,like,2,2025-12-06 02:22:57,138,深夜,教学区,tablet,毕业季,1,expanded
b00005199,u_ext_00105,p_ext_001781,skip,-1,2025-12-06 02:28:57,6,深夜,图书馆,pc,开学季,0,expanded
b00023024,u_ext_00212,p_ext_001021,skip,-1,2025-12-06 02:32:57,7,深夜,校外,mobile,普通浏览,0,expanded
b00011321,u_ext_00380,p_ext_001887,collect,4,2025-12-06 02:33:57,57,深夜,宿舍区,tablet,考试周,1,expanded
b00011811,dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,p_ext_001505,dislike,-2,2025-12-06 02:37:57,8,深夜,教学区,tablet,开学季,0,expanded
b00020851,cm11YmY0YlIwWHlHdHJLeG1IbXNoSWZQaUt5SWg1Q0hnV2lMc1lOK3JkVEZhcVp0aU0rN2pZU3F1dG1VWnNhZmxhaC9hNHhrZzdDV3IySjI=,p_ext_001805,skip,-1,2025-12-06 02:58:57,6,深夜,教学区,pc,午餐时间,0,expanded
b00029509,u_ext_00133,p_ext_000903,skip,-1,2025-12-06 03:11:57,4,深夜,校外,mobile,普通浏览,0,expanded
b00004166,cjQycmtJeTN0NGQrejh6Q2xuelNlSCszbm1pRWQ2Si9nbjEzcjRGcHNiYkNqYWVCbGMvTmdINlYxTXlCbzdkbWs2WjhyNWxoZkkyWHIySjI=,p_ext_001537,view,1,2025-12-06 03:16:57,121,深夜,教学区,pc,午餐时间,1,expanded
b00009023,u_ext_00486,2101508313,skip,-1,2025-12-06 03:22:57,4,深夜,食堂区,tablet,晚间学习,0,expanded
b00015210,u_ext_00264,p_ext_000178,skip,-1,2025-12-06 03:30:57,4,深夜,食堂区,mobile,午餐时间,0,expanded
b00008113,u_ext_00451,p_ext_001592,skip,-1,2025-12-06 03:40:57,8,深夜,食堂区,mobile,考试周,0,expanded
b00028504,dTRDQnNZTzZ4WXlVdXRETWhLK2tnWWlscGErYVpJaXJncDVxYll5Qng2NjFqcGF5bDdqRmE1S3F2cmlHb2M1a2k4K3FnWngyWjZtTnIySjI=,p_ext_001552,skip,-1,2025-12-06 04:01:57,5,深夜,教学区,tablet,考试周,0,expanded
b00007230,u_ext_00221,p_ext_001494,skip,-1,2025-12-06 04:13:57,2,深夜,食堂区,pc,考试周,0,expanded
b00012546,u_ext_00479,p_ext_000832,view,1,2025-12-06 04:14:57,74,深夜,教学区,mobile,晚间学习,1,expanded
b00025846,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,p_ext_000519,view,1,2025-12-06 04:31:57,39,深夜,教学区,mobile,毕业季,1,expanded
b00005174,u_ext_00126,p_ext_000637,expose,0,2025-12-06 04:41:57,0,深夜,校外,mobile,普通浏览,0,expanded
b00028028,u_ext_00410,p_ext_001442,view,1,2025-12-06 04:42:57,42,深夜,图书馆,pc,晚间学习,1,expanded
b00028456,u_ext_00197,p_ext_000645,skip,-1,2025-12-06 04:45:57,1,深夜,宿舍区,pc,午餐时间,0,expanded
b00002212,dTJtZmdwZTIxYStUcUxYVGxHV1RvNGUzZUtLWmQ0ZHRpR2lJcVpsL3g3UERvb2l3bGRHcnE0UzRwcm1BZXErdWxaT0lzWVNFYjJpSmlXSjI=,p_ext_000283,view,1,2025-12-06 04:59:57,88,深夜,教学区,pc,普通浏览,1,expanded
b00019750,u_ext_00334,p_ext_000165,like,2,2025-12-06 05:02:57,76,早上,宿舍区,mobile,开学季,1,expanded
b00006208,c28ybnJJelEwSzZHbExhNWxZM09xSlBOYTRPTmlKQ0lsYUNtallSL3FkbXZrSmVwZzlDM2hYL1BzcytCaTZOcGZ0eUFwWnFmbld1WHIySjI=,p_ext_001421,skip,-1,2025-12-06 05:15:57,6,早上,教学区,tablet,毕业季,0,expanded
b00023506,dEthZmJaT29zMmlHcXNpWGpZdWpxNVROWTdDUmVLMnVtS0dXa0l5bXFicTFwbmx0aGJpdmpwUzRxWlNFWmJ5RGk4Mk1ocGgybW5xSGlXSjI=,p_ext_000497,expose,0,2025-12-06 05:29:57,0,早上,教学区,tablet,毕业季,0,expanded
b00023694,u_ext_00386,p_ext_000816,skip,-1,2025-12-06 05:42:57,1,早上,图书馆,mobile,普通浏览,0,expanded
b00000382,u_ext_00380,p_ext_000752,skip,-1,2025-12-06 05:43:57,4,早上,宿舍区,pc,毕业季,0,expanded
b00017122,u_ext_00329,p_ext_001134,skip,-1,2025-12-06 05:50:57,8,早上,图书馆,pc,考试周,0,expanded
b00028714,u_ext_00346,p_ext_000746,view,1,2025-12-06 05:52:57,129,早上,图书馆,tablet,午餐时间,1,expanded
b00025050,u_ext_00157,p_ext_000947,skip,-1,2025-12-06 06:06:57,6,早上,图书馆,pc,普通浏览,0,expanded
b00023545,u_ext_00260,p_ext_000872,skip,-1,2025-12-06 06:11:57,7,早上,图书馆,tablet,考试周,0,expanded
b00018438,u_ext_00396,p_ext_000408,skip,-1,2025-12-06 06:16:57,8,早上,宿舍区,tablet,普通浏览,0,expanded
b00025097,u_ext_00216,p_ext_000713,skip,-1,2025-12-06 06:18:57,4,早上,教学区,tablet,午餐时间,0,expanded
b00020146,dzR1bXNvZW5zNjJTcU5TbW1IeW9qSVM2ZUtLSWhvQnRnNHFpajVxbHRhdkRpMngrazVPV2JJYVRxcktYakxoL2xkQ1dpNXgzZzJpWHIySjI=,p_ext_001752,view,1,2025-12-06 06:36:57,65,早上,教学区,tablet,午餐时间,1,expanded
b00007269,u_ext_00477,p_ext_000408,skip,-1,2025-12-06 06:49:57,5,早上,校外,tablet,开学季,0,expanded
b00015276,u_ext_00436,p_ext_000990,skip,-1,2025-12-06 06:55:57,6,早上,宿舍区,tablet,普通浏览,0,expanded
b00002838,u_ext_00315,p_ext_001064,skip,-1,2025-12-06 06:56:57,5,早上,食堂区,mobile,普通浏览,0,expanded
b00029299,u_ext_00117,p_ext_000317,view,1,2025-12-06 07:09:57,60,早上,教学区,pc,考试周,1,expanded
b00011924,u_ext_00224,p_ext_000817,skip,-1,2025-12-06 07:19:57,8,早上,图书馆,pc,毕业季,0,expanded
b00000113,dDN5QmZJbXF1cXlFME5DcGxxT29sWktwWTRpSW5tNnhnR1dMc0ppQXl0eXpqWUdFbHBXdVozNm4xTktJaksrdWZ0Q2FnNXQxb29hSWlXSjI=,p_ext_000122,skip,-1,2025-12-06 07:25:57,8,早上,教学区,pc,晚间学习,0,expanded
b00011383,u_ext_00107,p_ext_001888,expose,0,2025-12-06 07:41:57,0,早上,校外,mobile,晚间学习,0,expanded
b00000007,u_ext_00417,p_ext_000343,expose,0,2025-12-06 07:51:57,0,早上,校外,tablet,开学季,0,expanded
b00008469,u_ext_00355,p_ext_001324,skip,-1,2025-12-06 08:00:57,5,早上,食堂区,tablet,考试周,0,expanded
b00017595,u_ext_00146,p_ext_001606,skip,-1,2025-12-06 08:02:57,7,早上,教学区,pc,考试周,0,expanded
b00021012,c21xQXM0dk5wNnVIdVptNWhXYThmMytuZ0tPRW4zaWtpSXByajVkK3FOKzBzbjJ4aGM2V25vV25uYytOamJTQ2Y3bXFoWkY0WjMrSWlXSjI=,p_ext_001069,skip,-1,2025-12-06 08:07:57,6,早上,教学区,tablet,毕业季,0,expanded
b00020465,u_ext_00103,p_ext_001101,skip,-1,2025-12-06 08:11:57,6,早上,宿舍区,tablet,普通浏览,0,expanded
b00016249,dXFXbnJaU3FrcStTMjUzT2dhTFdvSWJOYTZDRVlZeVJnb3VJcllTQTA5ZXpmMmV5aTg2V3JJYlBxcEdCZkx5b2h0eWFiSmlibVd5RGVXSjI=,p_ext_001043,view,1,2025-12-06 08:59:57,83,早上,教学区,tablet,考试周,1,expanded
b00018157,u_ext_00204,p_ext_000114,skip,-1,2025-12-06 09:01:57,2,早上,图书馆,mobile,午餐时间,0,expanded
b00004880,u_ext_00367,p_ext_000659,skip,-1,2025-12-06 09:30:57,2,早上,宿舍区,tablet,考试周,0,expanded
b00008005,u_ext_00423,p_ext_000135,expose,0,2025-12-06 09:48:57,0,早上,教学区,tablet,晚间学习,0,expanded
b00017214,u_ext_00104,2101504655,skip,-1,2025-12-06 09:48:57,5,早上,教学区,mobile,晚间学习,0,expanded
b00025037,u_ext_00400,2101514503,skip,-1,2025-12-06 10:08:57,5,早上,图书馆,tablet,午餐时间,0,expanded
b00005377,u_ext_00351,p_ext_000925,skip,-1,2025-12-06 10:31:57,6,早上,校外,pc,普通浏览,0,expanded
b00010249,u_ext_00212,2101612909,skip,-1,2025-12-06 10:31:57,4,早上,校外,tablet,晚间学习,0,expanded
b00023242,u_ext_00413,p_ext_001750,skip,-1,2025-12-06 10:38:57,5,早上,校外,mobile,开学季,0,expanded
b00029413,u_ext_00459,p_ext_001638,skip,-1,2025-12-06 10:46:57,7,早上,宿舍区,pc,毕业季,0,expanded
b00023404,u_ext_00439,p_ext_000545,view,1,2025-12-06 10:51:57,84,早上,教学区,mobile,晚间学习,1,expanded
b00008654,u_ext_00254,p_ext_000286,skip,-1,2025-12-06 11:23:57,6,中午,图书馆,tablet,考试周,0,expanded
b00005150,u_ext_00218,p_ext_001624,skip,-1,2025-12-06 11:27:57,4,中午,宿舍区,mobile,晚间学习,0,expanded
b00024013,u_ext_00376,p_ext_000444,skip,-1,2025-12-06 11:31:57,5,中午,宿舍区,pc,考试周,0,expanded
b00010775,dG9DanFaZlJ0bWFMcHJLV2dHZXdqSk9tZ0tpTFpJQ0VtR2VxcElTTno3N0RnSDJ0aGFxVnFIN1Fxc3lWZXM2R2hicUlySXVyaUkrSGlXSjI=,p_ext_000925,view,1,2025-12-06 11:40:57,81,中午,教学区,mobile,考试周,1,expanded
b00004327,u_ext_00168,p_ext_001106,skip,-1,2025-12-06 11:56:57,5,中午,食堂区,mobile,晚间学习,0,expanded
b00005160,u_ext_00293,p_ext_000196,view,1,2025-12-06 11:57:57,71,中午,校外,tablet,晚间学习,1,expanded
b00020313,u_ext_00280,p_ext_001763,skip,-1,2025-12-06 12:04:57,2,中午,图书馆,pc,开学季,0,expanded
b00019784,u_ext_00115,2101533358,view,1,2025-12-06 12:15:57,19,中午,宿舍区,tablet,考试周,1,expanded
b00014352,u_ext_00214,p_ext_001144,skip,-1,2025-12-06 12:15:57,4,中午,图书馆,pc,普通浏览,0,expanded
b00006385,cjMrRms1ZXJyNE4vcWR2YWlJdktySkxjbHFlTG5hYXJpNkdpajVxbTA2KzFrSFd6bHMrN281UFF0cTZJZTZTRGdMcUxhWkNkZkdpQ2VXSjI=,2101584314,skip,-1,2025-12-06 12:33:57,4,中午,教学区,mobile,晚间学习,0,expanded
b00005737,u_ext_00157,p_ext_000411,view,1,2025-12-06 12:43:57,91,中午,图书馆,pc,普通浏览,1,expanded
b00019975,u_ext_00456,p_ext_000233,expose,0,2025-12-06 12:47:57,0,中午,教学区,tablet,考试周,0,expanded
b00026000,u_ext_00117,p_ext_000925,skip,-1,2025-12-06 12:59:57,2,中午,教学区,pc,毕业季,0,expanded
b00028813,u_ext_00425,p_ext_000408,expose,0,2025-12-06 13:04:57,0,中午,图书馆,mobile,午餐时间,0,expanded
b00015560,u_ext_00239,p_ext_001573,skip,-1,2025-12-06 13:15:57,8,中午,图书馆,tablet,晚间学习,0,expanded
b00004074,cm82QnJvemRxbW1Va3JuYmpJdXNycFBRaUsrUWlZQjhsWHBqYXBoOXZiQzNmNDJIaHFxdmFZZlB5NVNHamNtdWhxWjBob2llaEpHWHIySjI=,p_ext_001275,view,1,2025-12-06 13:25:57,131,中午,教学区,mobile,晚间学习,1,expanded
b00013200,u_ext_00320,p_ext_000778,skip,-1,2025-12-06 13:26:57,5,中午,校外,tablet,午餐时间,0,expanded
b00006691,u_ext_00298,p_ext_001511,like,2,2025-12-06 13:31:57,66,中午,图书馆,mobile,普通浏览,1,expanded
b00020044,u_ext_00146,p_ext_001061,skip,-1,2025-12-06 13:32:57,1,中午,教学区,pc,毕业季,0,expanded
